English (en),Italian (it),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
dependence,dipendenza,0,1,0,0,0,1,0,1,0,0
dependency,dipendenza,0,1,0,0,0,0,0,0,0,0
dependent,dipendente,1,1,0,0,0,0,0,0,0,1
depict,rappresentare,0,0,0,0,0,0,0,0,0,0
depicting,raffigurante,0,0,0,0,0,0,0,0,0,0
depletion,esaurimento,0,0,0,0,0,0,0,0,0,0
deplorable,deplorevole,0,1,1,0,1,1,0,1,0,0
deplore,deplorare,0,1,1,0,1,0,0,1,0,0
deploy,schierare,0,0,0,0,0,0,0,0,0,0
deport,deportare,0,1,0,0,0,1,0,1,0,0
deportation,deportazione,0,1,1,0,0,1,0,1,0,0
deposit,depositare,0,0,0,0,0,0,0,0,0,0
depositary,depositario,0,0,0,0,0,0,0,0,0,0
deposition,deposizione,0,0,0,0,0,0,0,0,0,0
depository,deposito,0,0,0,0,0,0,0,0,0,1
depot,deposito,0,0,0,0,0,0,0,0,0,0
depraved,depravato,0,1,1,1,1,1,0,1,0,0
depravity,depravazione,0,1,1,0,1,0,0,0,0,0
depreciate,svalutare,0,1,1,0,1,0,0,0,0,0
depreciated,ammortizzati,0,1,1,0,1,1,0,1,0,0
depreciation,ammortamento,0,1,0,0,0,1,0,0,0,0
depress,deprimere,0,1,0,0,0,1,0,1,0,0
depressed,depresso,0,1,1,0,0,1,0,1,0,0
depressing,deprimente,0,1,0,0,1,0,0,1,0,0
depression,depressione,0,1,0,0,0,0,0,1,0,0
depressive,depressiva,0,1,0,0,0,0,0,1,0,0
deprivation,privazione,0,1,1,0,1,1,0,1,0,0
depth,profondità,1,0,0,0,0,0,0,0,0,1
deputy,vice,0,0,0,0,0,0,0,0,0,1
derail,deragliare,0,0,0,0,0,0,0,0,0,0
deranged,squilibrato,0,1,1,0,1,1,0,0,0,0
derelict,derelitto,0,1,0,0,0,0,0,0,0,0
derision,derisione,0,1,1,0,1,0,0,0,0,0
derivation,derivazione,0,0,0,0,0,0,0,0,0,0
derivative,derivato,0,0,0,0,0,0,0,0,0,0
derive,derivare,0,0,0,0,0,0,0,0,0,0
dermal,dermica,0,0,0,0,0,0,0,0,0,0
dermatologist,dermatologo,0,0,0,0,0,0,0,0,0,1
dermatology,dermatologia,0,0,0,0,0,0,0,0,0,0
derogation,deroga,0,1,1,0,1,1,0,1,0,0
derogatory,dispregiativo,0,1,1,0,1,1,0,1,0,0
descend,scendere,0,0,0,0,0,0,0,0,0,0
descendant,discendente,0,0,0,0,0,0,0,0,0,0
descendent,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
descending,discendente,0,0,0,0,0,0,0,0,0,0
descent,discesa,0,0,0,0,0,1,0,1,0,0
describe,descrivere,0,0,0,0,0,0,0,0,0,0
description,descrizione,0,0,0,0,0,0,0,0,0,0
descriptive,descrittivo,1,0,0,0,0,0,0,0,0,0
desecration,profanazione,0,1,1,0,1,1,0,1,0,0
desert,deserto,0,1,1,0,1,1,0,1,0,0
deserted,abbandonato,0,1,1,0,1,1,0,1,0,0
desertion,diserzione,0,1,0,0,0,0,0,0,0,0
deserve,meritare,1,0,1,1,0,0,0,0,0,1
deserved,meritato,1,0,0,0,0,0,0,0,0,0
deserving,meritevole,0,0,0,0,0,0,0,0,0,0
design,design,0,0,0,0,0,0,0,0,0,0
designate,designare,0,0,0,0,0,0,0,0,0,0
designation,designazione,0,0,0,0,0,0,0,0,0,1
designed,progettato,0,0,0,0,0,0,0,0,0,0
designer,progettista,1,0,0,0,0,0,0,0,0,0
designing,progettazione,0,0,0,0,0,0,0,0,0,0
desirability,desiderabilità,0,0,0,0,0,0,0,0,0,0
desirable,auspicabile,1,0,0,0,0,0,0,0,0,0
desiring,desiderando,1,0,0,0,0,0,0,0,0,0
desirous,desideroso,1,0,0,0,0,0,0,0,0,0
desist,desistere,0,1,1,0,1,0,0,0,0,0
desk,scrivania,0,0,0,0,0,0,0,0,0,0
desolation,desolazione,0,1,0,0,0,1,0,1,0,0
despair,disperazione,0,1,1,0,1,1,0,1,0,0
despairing,disperato,0,1,0,0,0,1,0,1,0,0
despatch,dispaccio,0,0,0,0,0,0,0,0,0,0
desperate,disperato,0,1,0,0,0,0,0,0,0,0
desperation,disperazione,0,0,0,0,0,0,0,0,0,0
despicable,spregevole,0,1,1,0,1,0,0,0,0,0
despise,NO TRANSLATION,0,1,1,0,1,0,0,0,0,0
despotic,dispotico,0,1,0,0,0,1,0,0,0,0
despotism,dispotismo,0,1,1,0,1,1,0,1,0,0
dessert,dolce,0,0,0,0,0,0,0,0,0,0
destination,destinazione,1,0,0,1,0,1,1,1,1,0
destined,destinata,0,0,0,1,0,0,0,0,0,0
destiny,destino,0,0,0,0,0,0,0,0,0,0
destitute,indigente,0,1,0,0,0,1,0,1,0,0
destroyed,distrutto,0,1,1,0,0,1,0,1,0,0
destroyer,distruttore,0,1,1,0,0,1,0,0,0,0
destroying,distruttivo,0,1,1,0,0,1,0,1,0,0
destruction,distruzione,0,1,1,0,0,0,0,0,0,0
destructive,distruttivo,0,1,1,0,1,1,0,0,0,0
detach,distaccare,0,0,0,0,0,0,0,0,0,0
detached,distaccato,0,0,0,0,0,0,0,0,0,0
detachment,distacco,0,1,0,0,0,0,0,0,0,0
detail,dettaglio,0,0,0,0,0,0,0,0,0,0
details,dettagli,0,0,0,0,0,0,0,0,0,0
detain,trattenere,0,1,0,0,0,0,0,0,0,0
detainee,detenuto,0,1,1,1,0,1,0,1,0,0
detect,individuare,1,0,0,0,0,0,0,0,0,0
detectable,rilevabile,0,0,0,0,0,0,0,0,0,0
detection,rivelazione,1,0,0,0,0,0,0,0,0,0
detective,investigatore,0,0,0,0,0,0,0,0,0,0
detector,rivelatore,0,0,0,0,0,0,0,0,0,0
detention,detenzione,0,1,0,0,0,0,0,1,0,0
deter,scoraggiare,0,0,0,0,0,0,0,0,0,0
detergent,detergente,0,0,0,0,0,0,0,0,0,0
deteriorate,deteriorare,0,1,0,0,0,1,0,1,0,0
deteriorated,deteriorata,0,1,0,0,1,0,0,1,0,0
deterioration,deterioramento,0,1,1,0,1,1,0,1,0,0
determinable,determinabile,0,0,0,0,0,0,0,0,0,0
determinate,NO TRANSLATION,0,0,0,1,0,0,0,0,0,1
determination,determinazione,1,0,0,0,0,0,0,0,0,1
determined,determinato,1,0,0,0,0,0,0,0,0,0
detest,detestare,0,1,1,0,1,0,0,0,0,0
detonate,Detonare,0,1,0,0,0,1,0,0,1,0
detonation,detonazione,0,0,1,0,0,0,0,0,0,0
detour,deviazione,0,0,0,0,0,0,0,0,0,0
detract,detrarre,0,1,1,0,0,0,0,0,0,0
detriment,detrimento,0,1,0,0,0,0,0,0,0,0
detrimental,dannoso,0,1,0,0,0,0,0,0,0,0
detritus,detriti,0,1,0,0,0,0,0,0,0,0
deuce,diavolo,0,0,0,0,0,0,0,0,0,0
devastate,devastare,0,1,1,0,0,1,0,1,0,0
devastating,devastante,0,1,1,0,1,1,0,1,0,1
devastation,devastazione,0,1,1,0,0,1,0,1,1,0
develop,sviluppare,1,0,0,1,0,0,0,0,0,0
developing,sviluppando,0,0,0,0,0,0,0,0,0,0
development,sviluppo,0,0,0,0,0,0,0,0,0,0
deviate,deviare,0,0,0,0,0,0,0,0,0,0
deviating,deviando,0,0,0,0,0,0,0,0,0,0
deviation,deviazione,0,0,0,0,0,0,0,1,0,0
device,dispositivo,0,0,0,0,0,0,0,0,0,0
devil,diavolo,0,1,1,1,1,1,0,1,0,0
devilish,diabolico,0,1,0,0,1,1,0,0,0,0
devious,indiretto,0,1,0,0,0,0,0,0,0,0
devise,escogitare,0,0,0,0,0,0,0,0,0,0
devoid,privo,0,0,0,0,0,0,0,0,0,0
devolution,devoluzione,0,1,0,0,0,0,0,0,0,0
devolve,devolvere,0,0,0,0,0,0,0,0,0,0
devote,dedicare,0,0,0,0,0,0,0,0,0,0
devotee,devoto,0,0,0,0,0,0,0,0,0,0
devotional,di devozione,1,0,0,0,0,0,0,0,0,1
devour,divorare,0,1,0,0,0,0,0,0,0,0
devout,devoto,1,0,0,1,0,0,1,0,0,1
dew,rugiada,0,0,0,0,0,0,0,0,0,0
dexter,destro,0,0,0,0,0,0,0,0,0,0
dexterity,destrezza,1,0,0,0,0,0,0,0,0,0
dextrose,destrosio,0,0,0,0,0,0,0,0,0,0
diabolical,diabolico,0,1,1,0,1,1,0,0,0,0
diagnosis,diagnosi,0,1,0,1,0,1,0,0,0,1
diagnostic,diagnostico,0,0,0,0,0,0,0,0,0,0
diagnostics,diagnostica,0,0,0,0,0,0,0,0,0,0
diagram,diagramma,0,0,0,0,0,0,0,0,0,0
dial,comporre,0,0,0,0,0,0,0,0,0,0
dialect,dialetto,0,0,0,0,0,0,0,0,0,0
dialectic,dialettica,0,0,0,0,0,0,0,0,0,0
dialogue,dialogo,0,0,0,0,0,0,0,0,0,0
diameter,diametro,0,0,0,0,0,0,0,0,0,0
diamond,diamante,1,0,0,0,0,0,1,0,0,0
diamonds,quadri,0,0,0,0,0,0,0,0,0,0
diaper,pannolino,0,0,0,0,1,0,0,0,0,0
diaphragm,diaframma,0,0,0,0,0,0,0,0,0,0
diarrhoea,diarrea,0,0,0,0,1,0,0,0,0,0
diary,diario,1,0,0,0,0,0,1,0,0,1
diatribe,diatriba,0,1,1,0,1,0,0,0,0,0
dice,dado,0,0,0,0,0,0,0,0,0,0
dichotomous,dicotomica,0,0,0,0,0,0,0,0,0,0
dichotomy,dicotomia,0,0,0,0,0,0,0,0,0,0
dictate,dettare,0,0,0,0,0,0,0,0,0,0
dictation,dettatura,0,0,0,0,0,0,0,0,0,0
dictator,dittatore,0,1,0,0,0,1,0,0,0,0
dictatorial,dittatoriale,0,1,1,0,0,0,0,0,0,0
dictatorship,dittatura,0,1,1,1,1,1,0,1,0,0
diction,dizione,0,0,0,0,0,0,0,0,0,0
dictionary,dizionario,1,0,0,0,0,0,0,0,0,1
dictum,NO TRANSLATION,0,0,0,0,0,0,0,0,0,1
didactic,didattico,1,0,0,0,0,0,0,0,0,0
die,NO TRANSLATION,0,1,0,0,0,1,0,1,0,0
diet,dieta,0,0,0,0,0,0,0,0,0,0
dietary,dietetico,1,0,0,1,0,0,0,0,0,0
differ,differire,0,0,0,0,0,0,0,0,0,0
difference,differenza,0,0,0,0,0,0,0,0,0,0
differences,differenze,0,0,0,0,0,0,0,0,0,0
differential,differenziale,0,0,0,0,0,0,0,0,0,1
differentiation,differenziazione,0,0,0,0,0,0,0,0,0,0
differently,diversamente,0,0,0,0,0,0,0,0,1,0
differing,diverse,0,0,0,0,0,0,0,0,0,0
difficult,difficile,0,0,0,0,0,1,0,0,0,0
difficulties,le difficoltà,0,1,0,0,0,0,0,1,0,0
difficulty,difficoltà,0,1,1,0,0,1,0,1,0,0
diffuse,diffondere,0,0,0,0,0,0,0,0,0,0
diffusion,diffusione,0,0,0,0,0,0,0,0,0,0
dig,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
digest,digerire,0,0,0,0,0,0,0,0,0,0
digestion,digestione,0,0,0,0,0,0,0,0,0,0
digit,cifra,0,0,0,0,0,0,0,0,0,1
dignified,dignitoso,1,0,0,0,0,0,0,0,0,0
dignity,dignità,1,0,0,0,0,0,0,0,0,1
digress,divagare,0,1,0,1,0,0,0,0,0,0
digs,scava,0,0,0,0,0,0,0,0,0,0
dike,diga,0,0,0,0,0,1,0,0,0,0
dilapidated,cadente,0,1,0,0,1,0,0,1,0,0
dilatation,dilatazione,0,0,0,0,0,0,0,0,0,0
dilation,dilatazione,0,0,0,0,0,0,0,0,0,0
dilemma,dilemma,0,0,0,0,0,0,0,0,0,0
diligence,diligenza,1,0,0,0,0,0,0,0,0,1
diligent,diligente,0,0,0,0,0,0,0,0,0,0
diluent,diluente,0,0,0,0,0,0,0,0,0,0
dilute,diluire,0,1,0,0,0,0,0,0,0,0
diluted,diluito,0,0,0,0,0,0,0,0,0,0
dilution,diluizione,0,0,0,0,0,0,0,0,0,0
dime,dime,0,0,0,0,0,0,0,0,0,0
dimension,dimensione,0,0,0,0,0,0,0,0,0,0
diminish,diminuire,0,1,0,0,0,0,0,1,0,0
diminished,diminuita,0,1,0,0,0,0,0,0,0,0
diminution,diminuzione,0,0,0,0,0,0,0,0,0,0
diminutive,diminutivo,0,0,0,0,0,0,0,0,0,0
din,NO TRANSLATION,0,1,0,0,0,0,0,0,0,0
dine,cenare,0,0,0,0,0,0,0,0,0,0
diner,commensale,0,0,0,0,0,0,0,0,0,0
dinner,cena,1,0,0,0,0,0,0,0,0,0
dinosaur,dinosauro,0,0,0,0,0,1,0,0,0,0
dint,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
diocesan,diocesano,0,0,0,0,0,0,0,0,0,0
diocese,diocesi,0,0,0,0,0,0,0,0,0,0
diorama,diorama,0,0,0,0,0,0,0,0,0,0
dip,tuffo,0,0,0,0,0,0,0,0,0,0
diploma,diploma,0,0,0,0,0,0,0,0,0,0
diplomacy,diplomazia,1,0,0,1,0,0,0,0,0,1
diplomat,diplomatico,0,0,0,0,0,0,0,0,0,0
diplomatic,diplomatico,1,0,0,0,0,0,0,0,0,1
dire,NO TRANSLATION,0,1,0,0,1,1,0,1,1,0
directed,dirette,0,0,0,0,0,0,0,0,0,0
direction,direzione,0,0,0,0,0,0,0,0,0,0
directly,direttamente,0,0,0,0,0,0,0,0,0,0
director,direttore,1,0,0,0,0,0,0,0,0,1
directory,elenco,0,0,0,0,0,0,0,0,0,0
dirt,sporco,0,1,0,0,1,0,0,0,0,0
dirty,sporco,0,1,0,0,1,0,0,0,0,0
disability,invalidità,0,1,0,0,0,0,0,1,0,0
disable,disattivare,0,1,0,0,0,1,0,1,0,0
disabled,Disabilitato,0,1,0,0,0,1,0,1,0,0
disadvantage,svantaggio,0,0,0,0,0,0,0,0,0,0
disaffected,ostile,0,1,0,0,0,0,0,0,0,0
disagree,disaccordo,0,1,1,0,0,0,0,0,0,0
disagreeable,sgradevole,0,0,0,0,0,0,0,0,0,0
disagreeing,disaccordo,0,1,1,0,0,0,0,1,0,0
disagreement,disaccordo,0,1,1,0,0,0,0,1,0,0
disallow,rifiutare,0,0,0,0,0,0,0,0,0,0
disallowed,annullato,0,1,1,0,1,1,0,1,0,0
disappear,scomparire,0,0,0,0,0,1,0,0,0,0
disappearance,scomparsa,0,0,0,0,0,0,0,0,0,0
disappearing,scomparendo,0,0,0,0,0,0,0,0,0,0
disappoint,deludere,0,1,1,0,1,0,0,1,0,0
disappointed,deluso,0,1,1,0,1,0,0,1,0,0
disappointing,deludente,0,1,0,0,0,0,0,1,0,0
disappointment,delusione,0,1,0,0,1,0,0,1,0,0
disapproval,disapprovazione,0,1,0,0,0,0,0,1,0,0
disapprove,disapprovare,0,1,1,0,1,1,0,1,0,0
disapproved,disapprovato,0,1,1,0,0,0,0,1,0,0
disapproving,disapprovazione,0,1,1,0,1,0,0,1,0,0
disarm,disarmare,0,0,0,0,0,0,0,0,0,0
disarray,scompiglio,0,0,0,0,0,0,0,0,0,0
disaster,disastro,0,1,1,0,1,1,0,1,1,0
disastrous,disastroso,0,1,1,0,0,1,0,1,0,0
disband,sciogliere,0,0,0,0,0,0,0,0,0,0
disbelief,incredulità,0,0,0,0,0,0,0,0,0,0
disbelieve,non credere,0,1,0,0,0,0,0,0,0,0
disburse,sborsare,0,0,0,0,0,0,0,0,0,0
disbursement,sborso,0,0,0,0,0,0,0,0,0,0
disc,disco,0,0,0,0,0,0,0,0,0,0
discarded,scartato,0,0,0,0,0,0,0,0,0,0
discards,rigetti in mare,0,1,0,0,0,0,0,0,0,0
discern,discernere,0,0,0,0,0,0,0,0,0,0
discernible,distinguibile,0,0,0,0,0,0,0,0,0,0
discerning,perspicace,0,0,0,0,0,0,0,0,0,0
discernment,discernimento,0,0,0,0,0,0,0,0,0,0
discharge,scarico,0,1,0,0,0,0,0,0,0,0
disciple,discepolo,0,0,0,0,0,0,0,0,0,1
discipline,disciplina,0,1,0,0,0,1,0,0,0,0
disclaim,disconoscere,0,1,1,0,1,0,0,0,0,1
disclaimer,disconoscimento,0,0,0,0,0,0,0,0,0,0
disclose,divulgare,0,0,0,0,0,0,0,0,0,0
disclosed,divulgato,0,0,0,0,0,0,0,0,0,1
disclosure,rivelazione,0,0,0,0,0,0,0,0,0,0
discoloration,decolorazione,0,1,0,0,1,0,0,0,0,0
discolored,scolorita,0,1,0,0,1,0,0,1,0,0
discomfort,sconforto,0,1,0,0,0,0,0,1,0,0
disconnect,disconnect,0,1,0,0,0,0,0,1,0,0
disconnected,scollegato,0,1,0,0,0,0,0,1,0,0
disconnection,sconnessione,0,1,0,0,0,0,0,0,0,0
discontent,malcontento,0,1,1,0,1,1,0,1,0,0
discontinuance,interruzione,0,0,0,0,0,0,0,0,0,0
discontinue,interrompere,0,1,0,0,0,0,0,0,0,0
discontinuity,discontinuità,0,1,0,0,1,1,0,1,0,0
discontinuous,discontinuo,0,0,0,0,0,0,0,0,0,0
discord,discordia,0,1,1,0,1,0,0,0,0,0
discount,sconto,0,0,0,0,0,0,0,0,0,0
discounted,scontato,0,0,0,0,0,0,0,0,0,0
discourage,scoraggiare,0,1,0,0,0,1,0,1,0,0
discouraged,sfiduciato,0,0,0,0,0,0,0,0,0,0
discouragement,scoraggiamento,0,1,0,0,0,0,0,0,0,0
discourse,discorso,0,0,0,0,0,0,0,0,0,0
discover,scoprire,0,0,0,0,0,0,0,0,0,0
discovery,scoperta,1,0,0,0,0,0,0,0,0,0
discredit,discredito,0,1,0,0,0,0,0,0,0,0
discreet,NO TRANSLATION,1,0,0,1,0,0,0,0,0,0
discrepancy,discrepanza,0,0,0,0,0,0,0,0,0,0
discrete,discreto,0,0,0,0,0,0,0,0,0,0
discretion,riservatezza,1,0,0,1,0,0,0,0,0,1
discretionary,discrezionale,1,0,0,0,0,0,0,0,0,0
discriminate,discriminare,0,1,1,0,0,0,0,1,0,0
discriminating,discriminante,0,1,0,0,1,0,0,0,0,0
discrimination,discriminazione,0,1,1,0,1,1,0,1,0,0
discus,disco,0,0,0,0,0,0,0,0,0,0
discuss,discutere,0,0,0,0,0,0,0,0,0,0
discussion,discussione,1,0,0,0,0,0,0,0,0,0
disdain,disprezzo,0,1,1,0,1,0,0,0,0,0
disease,malattia,0,1,1,0,1,1,0,1,0,0
diseased,malato,0,1,0,0,1,1,0,1,0,0
disembodied,disincarnato,0,1,0,0,0,1,0,1,0,0
disengage,disimpegnare,0,0,0,0,0,0,0,0,0,0
disengagement,disimpegno,0,1,0,0,0,0,0,0,0,0
disfigured,sfigurato,0,1,1,0,1,1,0,1,0,0
disgrace,disonore,0,1,1,0,1,0,0,1,0,0
disgraced,NO TRANSLATION,0,1,1,0,1,0,0,1,0,0
disgraceful,vergognoso,0,1,1,0,1,0,0,0,0,0
disgruntled,scontento,0,1,1,0,1,0,0,1,0,0
disguise,travestimento,0,0,0,0,0,0,0,0,0,0
disguised,travestito,0,0,0,0,0,0,0,0,0,0
disgust,disgusto,0,1,1,0,1,1,0,1,0,0
disgusting,disgustoso,0,1,1,0,1,1,0,0,0,0
dish,piatto,0,0,0,0,0,0,0,0,0,0
disheartened,sfiduciato,0,1,0,0,0,0,0,1,0,0
disheartening,scoraggiante,0,1,0,0,0,0,0,1,0,0
dishonest,disonesto,0,1,1,0,1,0,0,1,0,0
dishonesty,disonestà,0,1,0,0,1,0,0,0,0,0
dishonor,disonore,0,1,1,0,1,1,0,1,0,0
disillusionment,disinganno,0,1,1,0,1,0,0,1,0,0
disinfect,disinfettare,0,0,0,0,0,0,0,0,0,0
disinfectant,disinfettante,0,0,0,0,0,0,0,0,0,0
disinfection,disinfezione,1,0,0,0,0,0,0,0,0,0
disinformation,disinformazione,0,1,1,0,0,1,0,0,0,0
disingenuous,falso,0,1,0,0,1,0,0,0,0,0
disintegrate,disintegrare,0,1,0,0,1,1,0,0,0,0
disintegration,disintegrazione,0,1,0,0,0,0,0,0,0,0
disinterested,disinteressato,0,1,0,0,0,0,0,0,0,0
disjoint,disarticolare,0,0,0,0,0,0,0,0,0,0
disjointed,sconnesso,0,0,0,0,0,0,0,0,0,0
disjunctive,disgiuntivo,0,0,0,0,0,0,0,0,0,0
disk,disco,0,0,0,0,0,0,0,0,0,0
diskette,dischetto,0,0,0,0,0,0,0,0,0,0
dislike,antipatia,0,1,1,0,1,0,0,0,0,0
disliked,malvisto,0,1,1,0,0,0,0,1,0,0
dislocated,slogato,0,1,1,0,1,1,0,1,0,0
dislocation,dislocazione,0,0,0,0,0,0,0,0,0,0
dislodge,sloggiare,0,0,0,0,0,0,0,0,0,0
dismal,triste,0,1,0,0,1,1,0,1,0,0
dismay,sgomento,0,1,1,1,0,1,0,1,1,0
dismemberment,smembramento,0,1,0,0,1,1,0,1,0,0
dismiss,respingere,0,0,0,0,0,0,0,0,0,0
dismissal,licenziamento,0,1,1,0,1,1,0,1,1,0
dismount,smontare,0,0,0,0,0,0,0,0,0,0
disobedience,disobbedienza,0,1,1,0,1,0,0,0,0,0
disobedient,disobbediente,0,1,1,0,0,0,0,0,0,0
disobey,disobbedire,0,1,1,0,1,0,0,0,0,0
disorder,disturbo,0,1,0,0,0,1,0,0,0,0
disorderly,disordinato,0,1,0,0,0,0,0,0,0,0
disorganized,disorganizzato,0,1,0,0,0,0,0,0,0,0
disparage,screditare,0,1,1,0,1,0,0,1,0,0
disparaging,dispregiativo,0,1,1,0,1,0,0,1,0,0
disparate,disparato,0,0,0,0,0,0,0,0,0,0
disparity,disparità,0,1,1,0,1,0,0,1,0,0
dispassionate,spassionato,0,1,0,0,0,0,0,1,0,0
dispatch,spedizione,0,0,0,0,0,0,0,0,0,0
dispel,dissipare,0,1,0,0,0,0,0,1,0,0
dispensation,dispensa,0,0,0,0,0,0,0,0,0,0
dispense,dispensare,0,0,0,0,0,0,0,0,0,0
disperse,disperdere,0,0,0,0,0,0,0,0,0,0
dispersed,dispersi,0,0,0,0,0,0,0,0,0,0
dispersion,dispersione,0,1,0,0,0,0,0,0,0,0
displace,spostare,0,1,0,0,0,0,0,0,0,0
displaced,sfollati,0,0,1,0,0,1,0,1,0,0
displacement,spostamento,0,0,0,0,0,0,0,0,0,0
display,display,0,0,0,0,0,0,0,0,0,0
displeased,scontento,0,1,1,0,1,1,0,1,0,0
displeasure,dispiacere,0,1,0,0,1,0,0,0,0,0
disposal,disposizione,0,1,0,0,0,0,0,0,0,0
dispose,disporre,0,0,0,0,1,0,0,0,0,0
disposed,disposto,1,0,0,1,0,0,0,0,0,1
disposition,disposizione,0,0,0,0,0,0,0,0,0,0
dispossessed,diseredati,0,1,1,0,0,1,0,1,0,0
disprove,confutare,0,0,0,0,0,0,0,0,0,0
dispute,controversia,0,1,1,0,0,0,0,0,0,0
disqualification,squalifica,0,1,0,0,0,0,0,0,0,0
disqualified,squalificato,0,1,1,0,1,0,0,1,0,0
disqualify,squalificare,0,1,0,0,0,0,0,1,0,0
disregard,indifferenza,0,1,0,0,0,0,0,0,0,0
disregarded,disattese,0,1,0,0,1,0,0,0,0,0
disreputable,sconveniente,0,1,1,0,1,1,0,0,0,0
disrepute,discredito,0,0,0,0,0,0,0,0,0,0
disrespect,mancanza di rispetto,0,1,1,0,0,0,0,0,0,0
disrespectful,irrispettoso,0,1,1,0,1,1,0,1,0,0
disruption,rottura,0,1,1,0,0,1,0,0,1,0
dissatisfaction,insoddisfazione,0,1,0,0,0,0,0,0,0,0
dissatisfied,insoddisfatto,0,0,0,0,0,0,0,0,0,0
dissect,sezionare,0,0,0,0,0,0,0,0,0,0
dissection,dissezione,0,0,0,0,1,0,0,0,0,0
disseminate,diffondere,1,0,0,0,0,0,0,0,0,0
dissemination,diffusione,0,0,0,0,0,0,0,0,0,0
dissension,dissenso,0,1,1,0,0,0,0,0,0,0
dissent,dissenso,0,0,0,0,0,0,0,0,0,0
dissenting,dissenziente,0,1,0,0,0,0,0,0,0,0
dissertation,dissertazione,0,0,0,0,0,0,0,0,0,0
disservice,disservizio,0,1,1,0,1,0,0,1,0,0
dissident,dissidente,0,1,1,0,0,1,0,0,0,0
dissimilar,dissimile,0,0,0,0,0,0,0,0,0,0
dissipate,dissipare,0,0,0,0,0,0,0,0,0,0
dissipated,dissipato,0,0,0,0,0,0,0,0,0,0
dissociation,dissociazione,0,0,0,0,0,0,0,0,0,0
dissolution,dissoluzione,0,1,1,0,0,1,0,1,1,0
dissolve,sciogliere,0,0,0,0,0,0,0,0,0,0
dissonance,dissonanza,0,1,1,0,0,0,0,0,0,0
dissuade,dissuadere,0,0,0,0,0,0,0,0,0,0
distal,distale,0,0,0,0,0,0,0,0,0,0
distance,distanza,0,0,0,0,0,0,0,0,0,0
distant,lontano,0,0,0,0,0,0,0,0,0,0
distaste,disgusto,0,1,0,0,1,0,0,0,0,0
distasteful,sgradevole,0,1,0,0,1,0,0,0,0,0
distillate,distillato,0,0,0,0,0,0,0,0,0,0
distillation,distillazione,1,0,0,0,0,0,0,0,0,0
distinction,distinzione,1,0,0,0,0,0,0,0,0,0
distinctive,distintivo,0,0,0,0,0,0,0,0,0,0
distinguish,distinguere,0,0,0,0,0,0,0,0,0,0
distinguishable,distinguibile,0,0,0,0,0,0,0,0,0,0
distinguished,distinto,0,0,0,0,0,0,0,0,0,0
distinguishing,distintiva,0,0,0,0,0,0,0,0,0,0
distorted,distorto,0,1,0,0,1,0,0,0,0,0
distortion,distorsione,0,1,0,0,0,0,0,0,0,0
distract,distrarre,0,1,0,0,0,0,0,0,0,0
distracted,distratto,0,1,1,0,0,0,0,0,0,0
distracting,distrazione,0,1,1,1,0,0,0,0,0,0
distraction,distrazione,0,1,0,0,0,0,0,0,0,0
distraught,sconvolto,0,1,0,0,0,0,0,1,0,0
distress,angoscia,0,1,1,0,1,1,0,1,1,0
distressed,afflitto,0,1,0,0,0,1,0,0,0,0
distressing,doloroso,0,1,1,0,0,1,0,0,0,0
distribute,distribuire,0,0,0,0,0,0,0,0,0,0
distribution,distribuzione,0,0,0,0,0,0,0,0,0,0
district,quartiere,0,0,0,0,0,0,0,0,0,0
distrust,diffidenza,0,1,1,0,1,1,0,0,0,0
disturbance,disturbo,0,1,1,0,0,1,0,1,1,0
disturbed,disturbato,0,1,1,0,0,0,0,1,0,0
disuse,disuso,0,1,0,0,0,0,0,0,0,0
disused,disusato,0,1,1,0,0,0,0,0,0,0
ditch,fosso,0,0,0,0,0,0,0,0,0,0
ditto,idem,0,0,0,0,0,0,0,0,0,0
ditty,canzoncina,1,0,0,0,0,0,1,0,0,0
diurnal,diurno,0,0,0,0,0,0,0,0,0,0
divan,NO TRANSLATION,0,0,0,0,0,0,0,0,0,1
dive,tuffo,0,0,0,0,0,0,0,0,0,0
diver,tuffatore,0,0,0,0,0,0,0,0,0,0
diverge,divergere,0,0,0,0,0,0,0,0,0,0
divergence,divergenza,0,0,0,0,0,0,0,0,0,0
divergent,divergente,0,1,0,0,0,0,0,0,1,0
diverging,divergente,0,0,0,0,0,0,0,0,0,0
divers,diversi,0,0,0,0,0,0,0,0,0,0
diverse,diverso,1,1,0,0,0,0,0,0,0,0
diversified,variegato,1,0,0,0,0,0,0,0,0,0
diversify,diversificare,0,0,0,0,0,0,0,0,0,0
diversion,diversione,1,0,0,0,0,0,0,0,1,0
diversity,diversità,0,0,0,0,0,0,0,0,0,0
divert,distogliere,0,0,0,0,0,0,0,0,0,0
diverting,deviando,0,0,0,0,0,0,0,0,0,0
divest,spogliare,0,0,0,0,0,0,0,0,0,0
divested,ceduta,0,1,0,0,0,0,0,0,0,0
divestment,disinvestimento,0,1,0,0,0,0,0,0,0,0
divide,dividere,0,0,0,0,0,0,0,0,0,0
divided,diviso,0,0,0,0,0,0,0,0,0,0
